event_ticker,yes_sub_title,open_time,close_time,expiration_value,floor_strike,result
KXBTC15M-26AUG010000,"Target Price: $62,940.21",2026-07-31 23:45:00-04:00,2026-08-01 00:00:00-04:00,62945.19,62940.21,yes
KXBTC15M-26AUG010015,"Target Price: $62,945.19",2026-08-01 00:00:00-04:00,2026-08-01 00:15:00-04:00,62955.51,62945.19,yes
KXBTC15M-26AUG010030,"Target Price: $62,955.51",2026-08-01 00:15:00-04:00,2026-08-01 00:30:00-04:00,62982.29,62955.51,yes
KXBTC15M-26AUG010045,"Target Price: $62,982.29",2026-08-01 00:30:00-04:00,2026-08-01 00:45:00-04:00,63000.19,62982.29,yes
KXBTC15M-26AUG010100,"Target Price: $63,000.19",2026-08-01 00:45:00-04:00,2026-08-01 01:00:00-04:00,63033.63,63000.19,yes
KXBTC15M-26AUG010115,"Target Price: $63,033.63",2026-08-01 01:00:00-04:00,2026-08-01 01:15:00-04:00,63061.76,63033.63,yes
KXBTC15M-26AUG010130,"Target Price: $63,061.76",2026-08-01 01:15:00-04:00,2026-08-01 01:30:00-04:00,63033.02,63061.76,no
KXBTC15M-26AUG010145,"Target Price: $63,033.02",2026-08-01 01:30:00-04:00,2026-08-01 01:45:00-04:00,62959.00,63033.02,no
KXBTC15M-26AUG010200,"Target Price: $62,959.00",2026-08-01 01:45:00-04:00,2026-08-01 02:00:00-04:00,62975.61,62959.0,yes
KXBTC15M-26AUG010215,"Target Price: $62,975.61",2026-08-01 02:00:00-04:00,2026-08-01 02:15:00-04:00,62968.31,62975.61,no
KXBTC15M-26AUG010230,"Target Price: $62,968.31",2026-08-01 02:15:00-04:00,2026-08-01 02:30:00-04:00,63014.00,62968.31,yes
KXBTC15M-26AUG010245,"Target Price: $63,014.00",2026-08-01 02:30:00-04:00,2026-08-01 02:45:00-04:00,63014.16,63014.0,yes
KXBTC15M-26AUG010300,"Target Price: $63,014.16",2026-08-01 02:45:00-04:00,2026-08-01 03:00:00-04:00,63018.50,63014.16,yes
KXBTC15M-26AUG010315,"Target Price: $63,018.50",2026-08-01 03:00:00-04:00,2026-08-01 03:15:00-04:00,63047.41,63018.5,yes
KXBTC15M-26AUG010330,"Target Price: $63,047.41",2026-08-01 03:15:00-04:00,2026-08-01 03:30:00-04:00,63015.54,63047.41,no
KXBTC15M-26AUG010345,"Target Price: $63,015.54",2026-08-01 03:30:00-04:00,2026-08-01 03:45:00-04:00,62986.67,63015.54,no
KXBTC15M-26AUG010400,"Target Price: $62,986.67",2026-08-01 03:45:00-04:00,2026-08-01 04:00:00-04:00,62992.09,62986.67,yes
KXBTC15M-26AUG010415,"Target Price: $62,992.09",2026-08-01 04:00:00-04:00,2026-08-01 04:15:00-04:00,63041.71,62992.09,yes
KXBTC15M-26AUG010430,"Target Price: $63,041.71",2026-08-01 04:15:00-04:00,2026-08-01 04:30:00-04:00,63034.46,63041.71,no
KXBTC15M-26AUG010445,"Target Price: $63,034.46",2026-08-01 04:30:00-04:00,2026-08-01 04:45:00-04:00,63040.45,63034.46,yes
KXBTC15M-26AUG010500,"Target Price: $63,040.45",2026-08-01 04:45:00-04:00,2026-08-01 05:00:00-04:00,63083.59,63040.45,yes
KXBTC15M-26AUG010515,"Target Price: $63,083.59",2026-08-01 05:00:00-04:00,2026-08-01 05:15:00-04:00,63059.06,63083.59,no
