timestamp,price,price_change,trend
2026-04-28 02:00:00,77092.20841834374,,no change
2026-04-28 03:00:00,76880.1830745387,-212.0253438050422,down
2026-04-28 04:00:00,76811.08559285454,-69.09748168416263,down
2026-04-28 05:00:00,76917.49574777157,106.41015491703001,up
2026-04-28 06:00:00,76924.25727881525,6.761531043681316,up
2026-04-28 07:00:00,76700.47116375205,-223.7861150631943,down
2026-04-28 08:00:00,76872.23149345712,171.7603297050664,up
2026-04-28 09:00:00,76840.47490254944,-31.75659090768022,down
2026-04-28 10:00:00,76595.39678395318,-245.07811859625508,down
2026-04-28 11:00:00,76624.23469793862,28.8379139854369,up
2026-04-28 12:00:00,76210.32158110656,-413.91311683206004,down
2026-04-28 13:00:00,76353.00350018039,142.68191907383152,up
2026-04-28 14:00:00,76179.83756212507,-173.16593805531738,down
2026-04-28 15:00:00,75900.33374577716,-279.5038163479185,down
2026-04-28 16:00:00,76041.19516612125,140.86142034409568,up
2026-04-28 17:00:00,76116.07644503265,74.88127891140175,up
2026-04-28 18:00:00,76159.50981703018,43.43337199752568,up
2026-04-28 19:00:00,76231.00632581548,71.4965087853052,up
2026-04-28 20:00:00,76323.95972945874,92.95340364325966,up
2026-04-28 21:00:00,76457.98721881601,134.02748935726413,up
2026-04-28 22:00:00,76357.78892498677,-100.1982938292349,down
2026-04-28 23:00:00,76214.17857189363,-143.6103530931432,down
2026-04-29 00:00:00,76331.86443470464,117.68586281100579,up
2026-04-29 01:00:00,76482.74554049068,150.88110578604392,up
2026-04-29 02:00:00,76552.68099963233,69.93545914164861,up
2026-04-29 03:00:00,76501.20247165972,-51.47852797260566,down
2026-04-29 04:00:00,76979.85884575281,478.6563740930869,up
2026-04-29 05:00:00,77264.4125747919,284.553729039093,up
2026-04-29 06:00:00,77263.2057203791,-1.2068544127978384,down
2026-04-29 07:00:00,77015.50824836911,-247.697472009997,down
2026-04-29 08:00:00,77040.60417184216,25.095923473054427,up
2026-04-29 09:00:00,77034.11002241583,-6.494149426333024,down
2026-04-29 10:00:00,77654.71785294599,620.6078305301635,up
2026-04-29 11:00:00,77607.50604661656,-47.211806329432875,down
2026-04-29 12:00:00,77582.31413324727,-25.19191336928634,down
2026-04-29 13:00:00,77131.03134823615,-451.2827850111207,down
2026-04-29 14:00:00,76777.62520932933,-353.4061389068229,down
2026-04-29 15:00:00,76558.93771003865,-218.68749929068144,down
2026-04-29 16:00:00,75857.66734911258,-701.2703609260643,down
2026-04-29 17:00:00,75760.27780886367,-97.38954024891427,down
2026-04-29 18:00:00,76081.43685375764,321.1590448939678,up
2026-04-29 19:00:00,75468.36108406863,-613.0757696890068,down
2026-04-29 20:00:00,75562.29888092859,93.93779685995833,up
2026-04-29 21:00:00,75701.6994096244,139.40052869581268,up
2026-04-29 22:00:00,75910.2894823814,208.59007275699696,up
2026-04-29 23:00:00,75910.68269692421,0.39321454281162005,up
2026-04-30 00:00:00,75784.95743624517,-125.72526067904255,down
2026-04-30 01:00:00,76250.01408807852,465.05665183335077,up
2026-04-30 02:00:00,76206.85772357158,-43.15636450694001,down
2026-04-30 03:00:00,75692.18511454856,-514.6726090230222,down
2026-04-30 04:00:00,75905.35234841179,213.1672338632343,up
2026-04-30 05:00:00,75468.95673490499,-436.39561350680015,down
2026-04-30 06:00:00,75581.88456131189,112.92782640689984,up
2026-04-30 07:00:00,75727.67094811366,145.78638680177392,up
2026-04-30 08:00:00,76101.01000005315,373.33905193948885,up
2026-04-30 09:00:00,76033.36666393217,-67.64333612097835,down
2026-04-30 10:00:00,76093.53377989102,60.16711595884408,up
2026-04-30 11:00:00,76002.48449655807,-91.04928333294811,down
2026-04-30 12:00:00,76023.86194029631,21.37744373823807,up
2026-04-30 13:00:00,76300.57089629352,276.70895599720825,up
2026-04-30 14:00:00,76404.73145687747,104.1605605839577,up
2026-04-30 15:00:00,76290.8937742779,-113.83768259958015,down
2026-04-30 16:00:00,76466.99511109163,176.10133681373554,up
2026-04-30 17:00:00,76223.77393362843,-243.22117746320146,down
2026-04-30 18:00:00,76243.40774453875,19.63381091032352,up
2026-04-30 19:00:00,76328.29551596516,84.88777142640902,up
2026-04-30 20:00:00,76401.9176935733,73.62217760813655,up
2026-04-30 21:00:00,76466.438389814,64.52069624069554,up
2026-04-30 22:00:00,76248.21955048387,-218.2188393301185,down
2026-04-30 23:00:00,76204.92759158948,-43.29195889439143,down
2026-05-01 00:00:00,76296.7964844269,91.86889283741766,up
2026-05-01 01:00:00,76392.05968947186,95.26320504496107,up
2026-05-01 02:00:00,76663.68119261962,271.62150314776227,up
2026-05-01 03:00:00,76554.07364369437,-109.60754892525438,down
2026-05-01 04:00:00,77097.01952809257,542.9458843981993,up
2026-05-01 05:00:00,77013.79017489191,-83.2293532006588,down
2026-05-01 06:00:00,77125.34488611674,111.55471122483141,up
2026-05-01 07:00:00,77023.54920529101,-101.7956808257295,down
2026-05-01 08:00:00,77099.79820123348,76.24899594247108,up
2026-05-01 09:00:00,77357.19322181061,257.39502057712525,up
2026-05-01 10:00:00,77248.51348685545,-108.67973495516344,down
2026-05-01 11:00:00,77281.92916598736,33.41567913191102,up
2026-05-01 12:00:00,77447.69629980676,165.767133819405,up
2026-05-01 13:00:00,77931.35918109783,483.66288129106397,up
2026-05-01 14:00:00,78716.05085821719,784.6916771193646,up
2026-05-01 15:00:00,78326.82411661577,-389.22674160142196,down
2026-05-01 16:00:00,78451.85449747508,125.03038085931621,up
2026-05-01 17:00:00,78214.31562737207,-237.53887010301696,down
2026-05-01 18:00:00,78551.99014964356,337.67452227149624,up
2026-05-01 19:00:00,78408.45174473735,-143.53840490621224,down
2026-05-01 20:00:00,78375.98656428939,-32.465180447965395,down
2026-05-01 21:00:00,77861.94141619159,-514.0451480977936,down
2026-05-01 22:00:00,78205.511993624,343.5705774324015,up
2026-05-01 23:00:00,78127.08085210648,-78.43114151751797,down
2026-05-02 00:00:00,78207.76425489692,80.6834027904406,up
2026-05-02 01:00:00,78308.35960031401,100.59534541709581,up
2026-05-02 02:00:00,78298.36374105171,-9.995859262300655,down
2026-05-02 03:00:00,78351.99270687478,53.62896582306712,up
2026-05-02 04:00:00,78420.28262527542,68.28991840063827,up
2026-05-02 05:00:00,78160.31900836388,-259.96361691154016,down
2026-05-02 06:00:00,78196.07035699712,35.75134863324638,up
2026-05-02 07:00:00,78316.7298061624,120.65944916527951,up
2026-05-02 08:00:00,78201.14847211596,-115.5813340464374,down
2026-05-02 09:00:00,78295.18842755498,94.03995543901692,up
2026-05-02 10:00:00,78281.42572176596,-13.762705789020401,down
2026-05-02 11:00:00,78239.40711826575,-42.01860350021161,down
2026-05-02 12:00:00,78133.40182403094,-106.00529423481203,down
2026-05-02 13:00:00,78200.54132621695,67.13950218600803,up
2026-05-02 14:00:00,78358.19735457262,157.65602835567552,up
2026-05-02 15:00:00,78415.71718734756,57.51983277493855,up
2026-05-02 16:00:00,78470.31489438383,54.59770703627146,up
2026-05-02 17:00:00,78436.02007355604,-34.294820827795775,down
2026-05-02 18:00:00,78388.12108372683,-47.898989829205675,down
2026-05-02 19:00:00,78456.22291321508,68.1018294882524,up
2026-05-02 20:00:00,78454.27633340326,-1.9465798118180828,down
2026-05-02 21:00:00,78444.97833282835,-9.298000574912294,down
2026-05-02 22:00:00,78728.05686694816,283.07853411980614,up
2026-05-02 23:00:00,78815.09588754611,87.03902059794927,up
2026-05-03 00:00:00,78677.4246327222,-137.6712548239011,down
2026-05-03 01:00:00,78527.60769984142,-149.81693288078532,down
2026-05-03 02:00:00,78241.10727510335,-286.50042473807116,down
2026-05-03 03:00:00,78162.87002779856,-78.23724730478716,down
2026-05-03 04:00:00,78191.8566549931,28.986627194535686,up
2026-05-03 05:00:00,78154.58785503708,-37.268799956014846,down
2026-05-03 06:00:00,78236.98046680402,82.39261176693253,up
2026-05-03 07:00:00,78278.7111234792,41.73065667517949,up
2026-05-03 08:00:00,78356.50652180392,77.79539832472801,up
2026-05-03 09:00:00,78381.65985391615,25.153332112226053,up
2026-05-03 10:00:00,78521.29993245302,139.64007853687508,up
