timestamp,price,price_change,trend
2026-04-28 02:00:00,2299.0371658822987,,no change
2026-04-28 03:00:00,2288.7861170921765,-10.25104879012224,down
2026-04-28 04:00:00,2290.8608594895945,2.0747423974180492,up
2026-04-28 05:00:00,2290.4957785826246,-0.36508090696997897,down
2026-04-28 06:00:00,2289.3392881907516,-1.1564903918729215,down
2026-04-28 07:00:00,2277.6271139174323,-11.712174273319306,down
2026-04-28 08:00:00,2286.752916111203,9.125802193770596,up
2026-04-28 09:00:00,2287.0286733142175,0.27575720301456386,up
2026-04-28 10:00:00,2282.2246151696927,-4.804058144524788,down
2026-04-28 11:00:00,2284.7983776777314,2.573762508038726,up
2026-04-28 12:00:00,2275.0794411723596,-9.718936505371857,down
2026-04-28 13:00:00,2278.212012269982,3.132571097622531,up
2026-04-28 14:00:00,2275.70448851393,-2.507523756052251,down
2026-04-28 15:00:00,2269.350855736998,-6.353632776932045,down
2026-04-28 16:00:00,2276.5076030661176,7.156747329119753,up
2026-04-28 17:00:00,2281.4825657989327,4.974962732815129,up
2026-04-28 18:00:00,2288.609911142054,7.127345343121306,up
2026-04-28 19:00:00,2294.8579965907384,6.248085448684378,up
2026-04-28 20:00:00,2301.4010212663707,6.543024675632296,up
2026-04-28 21:00:00,2295.663522565132,-5.7374987012385645,down
2026-04-28 22:00:00,2290.1542545012126,-5.509268063919535,down
2026-04-28 23:00:00,2289.244615674581,-0.9096388266316353,down
2026-04-29 00:00:00,2292.7658741534183,3.5212584788373533,up
2026-04-29 01:00:00,2291.2434055247318,-1.5224686286865108,down
2026-04-29 02:00:00,2290.477033063609,-0.7663724611229554,down
2026-04-29 03:00:00,2288.6935452992334,-1.7834877643754226,down
2026-04-29 04:00:00,2311.357823653089,22.66427835385548,up
2026-04-29 05:00:00,2328.1551893937644,16.79736574067556,up
2026-04-29 06:00:00,2328.586525324018,0.431335930253681,up
2026-04-29 07:00:00,2324.464526529653,-4.121998794365027,down
2026-04-29 08:00:00,2323.5237889978516,-0.9407375318014601,down
2026-04-29 09:00:00,2324.8428295953586,1.3190405975069552,up
2026-04-29 10:00:00,2338.7966156584253,13.953786063066673,up
2026-04-29 11:00:00,2333.5264645494585,-5.270151108966729,down
2026-04-29 12:00:00,2331.6327880526496,-1.8936764968088937,down
2026-04-29 13:00:00,2315.925078556904,-15.707709495745803,down
2026-04-29 14:00:00,2301.975554294569,-13.949524262334762,down
2026-04-29 15:00:00,2299.7077796018107,-2.267774692758394,down
2026-04-29 16:00:00,2270.964651482795,-28.743128119015637,down
2026-04-29 17:00:00,2265.9180263718695,-5.046625110925561,down
2026-04-29 18:00:00,2277.150102973789,11.232076601919744,up
2026-04-29 19:00:00,2237.1681172238605,-39.981985749928754,down
2026-04-29 20:00:00,2234.31345480508,-2.854662418780663,down
