can_close_early,close_time,created_time,event_ticker,exchange_index,expected_expiration_time,expiration_time,expiration_value,floor_strike,last_price_dollars,latest_expiration_time,liquidity_dollars,market_type,no_ask_dollars,no_bid_dollars,no_sub_title,notional_value_dollars,occurrence_datetime,open_interest_fp,open_time,previous_price_dollars,previous_yes_ask_dollars,previous_yes_bid_dollars,price_level_structure,price_ranges,result,rules_primary,rules_secondary,settlement_timer_seconds,settlement_ts,settlement_value_dollars,status,strike_type,ticker,title,updated_time,volume_24h_fp,volume_fp,yes_ask_dollars,yes_ask_size_fp,yes_bid_dollars,yes_bid_size_fp,yes_sub_title
True,2026-05-28T18:45:00Z,2026-05-28T00:01:35.683389Z,KXBTC15M-26MAY281445,0,2026-05-28T18:50:00Z,2026-06-04T18:45:00Z,73494.30,73483.28,0.9990,2026-06-04T18:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T18:50:00Z,0.00,2026-05-28T18:30:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 2:45 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 2:30 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T18:45:07.219391Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281445-45,BTC price up in next 15 mins?,2026-05-28T18:45:07.308569Z,0.00,573058.26,1.0000,0.00,0.0000,0.00,"Target Price: $73,483.28"
True,2026-05-28T18:30:00Z,2026-05-28T00:01:35.222188Z,KXBTC15M-26MAY281430,0,2026-05-28T18:35:00Z,2026-06-04T18:30:00Z,73483.28,73532.77,0.0010,2026-06-04T18:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T18:35:00Z,0.00,2026-05-28T18:15:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 2:30 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 2:15 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T18:30:07.225444Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281430-30,BTC price up in next 15 mins?,2026-05-28T18:30:07.330709Z,0.00,611940.41,1.0000,0.00,0.0000,0.00,"Target Price: $73,532.77"
True,2026-05-28T18:15:00Z,2026-05-28T00:01:34.578202Z,KXBTC15M-26MAY281415,0,2026-05-28T18:20:00Z,2026-06-04T18:15:00Z,73532.77,73449.67,0.9990,2026-06-04T18:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T18:20:00Z,0.00,2026-05-28T18:00:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 2:15 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 2:00 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T18:15:07.223382Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281415-15,BTC price up in next 15 mins?,2026-05-28T18:15:07.962379Z,0.00,406774.44,1.0000,0.00,0.0000,0.00,"Target Price: $73,449.67"
True,2026-05-28T18:00:00Z,2026-05-28T00:01:34.152983Z,KXBTC15M-26MAY281400,0,2026-05-28T18:05:00Z,2026-06-04T18:00:00Z,73449.67,73388.53,0.9990,2026-06-04T18:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T18:05:00Z,0.00,2026-05-28T17:45:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 2:00 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 1:45 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T18:00:07.2227Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281400-00,BTC price up in next 15 mins?,2026-05-28T18:00:07.324377Z,0.00,480310.72,1.0000,0.00,0.0000,0.00,"Target Price: $73,388.53"
True,2026-05-28T17:45:00Z,2026-05-28T00:01:33.746714Z,KXBTC15M-26MAY281345,0,2026-05-28T17:50:00Z,2026-06-04T17:45:00Z,73388.53,73264.62,0.9990,2026-06-04T17:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T17:50:00Z,0.00,2026-05-28T17:30:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 1:45 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 1:30 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T17:45:07.222403Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281345-45,BTC price up in next 15 mins?,2026-05-28T17:45:07.307389Z,0.00,480716.31,1.0000,0.00,0.0000,0.00,"Target Price: $73,264.62"
True,2026-05-28T17:30:00Z,2026-05-28T00:01:33.172701Z,KXBTC15M-26MAY281330,0,2026-05-28T17:35:00Z,2026-06-04T17:30:00Z,73264.62,73378.59,0.0010,2026-06-04T17:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T17:35:00Z,0.00,2026-05-28T17:15:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 1:30 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 1:15 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T17:30:07.221801Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281330-30,BTC price up in next 15 mins?,2026-05-28T17:30:07.353715Z,0.00,541937.47,1.0000,0.00,0.0000,0.00,"Target Price: $73,378.59"
True,2026-05-28T17:15:00Z,2026-05-28T00:01:32.768393Z,KXBTC15M-26MAY281315,0,2026-05-28T17:20:00Z,2026-06-04T17:15:00Z,73378.59,73308.17,0.9990,2026-06-04T17:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T17:20:00Z,0.00,2026-05-28T17:00:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 1:15 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 1:00 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T17:15:07.221894Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281315-15,BTC price up in next 15 mins?,2026-05-28T17:15:07.372364Z,0.00,723278.73,1.0000,0.00,0.0000,0.00,"Target Price: $73,308.17"
True,2026-05-28T17:00:00Z,2026-05-28T00:01:32.344899Z,KXBTC15M-26MAY281300,0,2026-05-28T17:05:00Z,2026-06-04T17:00:00Z,73308.17,73202.35,0.9990,2026-06-04T17:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T17:05:00Z,0.00,2026-05-28T16:45:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 1:00 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:45 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T17:00:07.222764Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281300-00,BTC price up in next 15 mins?,2026-05-28T17:00:07.316969Z,0.00,530501.05,1.0000,0.00,0.0000,0.00,"Target Price: $73,202.35"
True,2026-05-28T16:45:00Z,2026-05-28T00:01:31.87081Z,KXBTC15M-26MAY281245,0,2026-05-28T16:50:00Z,2026-06-04T16:45:00Z,73202.35,73036.73,0.9990,2026-06-04T16:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T16:50:00Z,0.00,2026-05-28T16:30:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:45 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:30 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T16:45:09.973616Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281245-45,BTC price up in next 15 mins?,2026-05-28T16:45:10.091725Z,0.00,455738.08,1.0000,0.00,0.0000,0.00,"Target Price: $73,036.73"
True,2026-05-28T16:30:00Z,2026-05-28T00:01:31.224099Z,KXBTC15M-26MAY281230,0,2026-05-28T16:35:00Z,2026-06-04T16:30:00Z,73036.73,72974.96,0.9990,2026-06-04T16:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T16:35:00Z,0.00,2026-05-28T16:15:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:30 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:15 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T16:30:09.972614Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281230-30,BTC price up in next 15 mins?,2026-05-28T16:30:10.065771Z,0.00,528295.95,1.0000,0.00,0.0000,0.00,"Target Price: $72,974.96"
True,2026-05-28T16:15:00Z,2026-05-28T00:01:30.794041Z,KXBTC15M-26MAY281215,0,2026-05-28T16:20:00Z,2026-06-04T16:15:00Z,72974.96,72785.01,0.9990,2026-06-04T16:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T16:20:00Z,0.00,2026-05-28T16:00:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:15 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:00 PM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T16:15:09.976349Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281215-15,BTC price up in next 15 mins?,2026-05-28T16:15:10.066445Z,0.00,757630.76,1.0000,0.00,0.0000,0.00,"Target Price: $72,785.01"
True,2026-05-28T16:00:00Z,2026-05-28T00:01:30.357919Z,KXBTC15M-26MAY281200,0,2026-05-28T16:05:00Z,2026-06-04T16:00:00Z,72785.01,72844.2,0.0010,2026-06-04T16:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T16:05:00Z,0.00,2026-05-28T15:45:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 12:00 PM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:45 AM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T16:00:09.969657Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281200-00,BTC price up in next 15 mins?,2026-05-28T16:00:10.042031Z,0.00,660058.32,1.0000,0.00,0.0000,0.00,"Target Price: $72,844.20"
True,2026-05-28T15:45:00Z,2026-05-28T00:01:29.875814Z,KXBTC15M-26MAY281145,0,2026-05-28T15:50:00Z,2026-06-04T15:45:00Z,72844.20,72805.93,0.9990,2026-06-04T15:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T15:50:00Z,0.00,2026-05-28T15:30:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:45 AM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:30 AM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T15:45:09.969476Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281145-45,BTC price up in next 15 mins?,2026-05-28T15:45:10.059992Z,0.00,638994.59,1.0000,0.00,0.0000,0.00,"Target Price: $72,805.93"
True,2026-05-28T15:30:00Z,2026-05-28T00:01:29.399363Z,KXBTC15M-26MAY281130,0,2026-05-28T15:35:00Z,2026-06-04T15:30:00Z,72805.93,72751.64,0.9990,2026-06-04T15:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T15:35:00Z,0.00,2026-05-28T15:15:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:30 AM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:15 AM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T15:30:09.973588Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281130-30,BTC price up in next 15 mins?,2026-05-28T15:30:10.070424Z,0.00,610594.20,1.0000,0.00,0.0000,0.00,"Target Price: $72,751.64"
True,2026-05-28T15:15:00Z,2026-05-28T00:01:28.928958Z,KXBTC15M-26MAY281115,0,2026-05-28T15:20:00Z,2026-06-04T15:15:00Z,72751.64,72889.01,0.0010,2026-06-04T15:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T15:20:00Z,0.00,2026-05-28T15:00:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:15 AM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:00 AM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T15:15:09.968128Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281115-15,BTC price up in next 15 mins?,2026-05-28T15:15:10.096062Z,0.00,565788.80,1.0000,0.00,0.0000,0.00,"Target Price: $72,889.01"
True,2026-05-28T15:00:00Z,2026-05-28T00:01:28.509068Z,KXBTC15M-26MAY281100,0,2026-05-28T15:05:00Z,2026-06-04T15:00:00Z,72889.01,72717.18,0.9990,2026-06-04T15:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T15:05:00Z,0.00,2026-05-28T14:45:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 11:00 AM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:45 AM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T15:00:09.97248Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281100-00,BTC price up in next 15 mins?,2026-05-28T15:00:10.090928Z,0.00,445974.95,1.0000,0.00,0.0000,0.00,"Target Price: $72,717.18"
True,2026-05-28T14:45:00Z,2026-05-28T00:01:28.081593Z,KXBTC15M-26MAY281045,0,2026-05-28T14:50:00Z,2026-06-04T14:45:00Z,72717.18,72845.83,0.0010,2026-06-04T14:45:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T14:50:00Z,0.00,2026-05-28T14:30:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:45 AM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:30 AM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T14:45:09.974794Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281045-45,BTC price up in next 15 mins?,2026-05-28T14:45:10.077831Z,0.00,509272.17,1.0000,0.00,0.0000,0.00,"Target Price: $72,845.83"
True,2026-05-28T14:30:00Z,2026-05-28T00:01:27.184907Z,KXBTC15M-26MAY281030,0,2026-05-28T14:35:00Z,2026-06-04T14:30:00Z,72845.83,73115.41,0.0010,2026-06-04T14:30:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T14:35:00Z,0.00,2026-05-28T14:15:00Z,0.0010,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",no,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:30 AM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:15 AM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T14:30:09.969561Z,0.0000,finalized,greater_or_equal,KXBTC15M-26MAY281030-30,BTC price up in next 15 mins?,2026-05-28T14:30:10.049746Z,0.00,502309.26,1.0000,0.00,0.0000,0.00,"Target Price: $73,115.41"
True,2026-05-28T14:15:00Z,2026-05-28T00:01:26.730669Z,KXBTC15M-26MAY281015,0,2026-05-28T14:20:00Z,2026-06-04T14:15:00Z,73115.41,72895.64,0.9990,2026-06-04T14:15:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T14:20:00Z,0.00,2026-05-28T14:00:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:15 AM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:00 AM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T14:15:09.973165Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281015-15,BTC price up in next 15 mins?,2026-05-28T14:15:10.050961Z,0.00,729775.61,1.0000,0.00,0.0000,0.00,"Target Price: $72,895.64"
True,2026-05-28T14:00:00Z,2026-05-28T00:01:26.299827Z,KXBTC15M-26MAY281000,0,2026-05-28T14:05:00Z,2026-06-04T14:00:00Z,72895.64,72668.11,0.9990,2026-06-04T14:00:00Z,0.0000,binary,1.0000,0.0000,Target price: TBD,1.0000,2026-05-28T14:05:00Z,0.00,2026-05-28T13:45:00Z,0.9990,1.0000,0.0000,tapered_deci_cent,"[{'end': '0.1000', 'start': '0.0000', 'step': '0.0010'}, {'end': '0.9000', 'start': '0.1000', 'step': '0.0100'}, {'end': '1.0000', 'start': '0.9000', 'step': '0.0010'}]",yes,"If the simple average of the sixty seconds of CF Benchmarks' BRTI before 10:00 AM EDT on May 28, 2026 is at least the simple average of the sixty seconds of CF Benchmarks' BRTI before 9:45 AM EDT on May 28, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices, rounded to the nearest 2 decimal places.",1,2026-05-28T14:00:09.970061Z,1.0000,finalized,greater_or_equal,KXBTC15M-26MAY281000-00,BTC price up in next 15 mins?,2026-05-28T14:00:10.085556Z,0.00,303313.04,1.0000,0.00,0.0000,0.00,"Target Price: $72,668.11"
