close_time,created_time,event_ticker,expected_expiration_time,expiration_time,expiration_value,floor_strike,latest_expiration_time,occurrence_datetime,open_time,result,settlement_ts,status,strike_type,ticker,title,updated_time,volume_fp,yes_sub_title
2026-05-28T21:15:00Z,2026-05-28T00:01:40.106325Z,KXBTC15M-26MAY281715,2026-05-28T21:20:00Z,2026-06-04T21:15:00Z,73580.56,73483.83,2026-06-04T21:15:00Z,2026-05-28T21:20:00Z,2026-05-28T21:00:00Z,yes,2026-05-28T21:15:07.222326Z,finalized,greater_or_equal,KXBTC15M-26MAY281715-15,BTC price up in next 15 mins?,2026-05-28T21:15:07.347912Z,494200.00,"Target Price: $73,483.83"
2026-05-28T21:00:00Z,2026-05-28T00:01:39.575142Z,KXBTC15M-26MAY281700,2026-05-28T21:05:00Z,2026-06-04T21:00:00Z,73483.83,73601.87,2026-06-04T21:00:00Z,2026-05-28T21:05:00Z,2026-05-28T20:45:00Z,no,2026-05-28T21:00:07.222729Z,finalized,greater_or_equal,KXBTC15M-26MAY281700-00,BTC price up in next 15 mins?,2026-05-28T21:00:07.29477Z,414322.48,"Target Price: $73,601.87"
2026-05-28T20:45:00Z,2026-05-28T00:01:39.136894Z,KXBTC15M-26MAY281645,2026-05-28T20:50:00Z,2026-06-04T20:45:00Z,73601.87,73556.1,2026-06-04T20:45:00Z,2026-05-28T20:50:00Z,2026-05-28T20:30:00Z,yes,2026-05-28T20:45:07.225014Z,finalized,greater_or_equal,KXBTC15M-26MAY281645-45,BTC price up in next 15 mins?,2026-05-28T20:45:07.330666Z,494924.93,"Target Price: $73,556.10"
2026-05-28T20:30:00Z,2026-05-28T00:01:38.698837Z,KXBTC15M-26MAY281630,2026-05-28T20:35:00Z,2026-06-04T20:30:00Z,73556.10,73329.16,2026-06-04T20:30:00Z,2026-05-28T20:35:00Z,2026-05-28T20:15:00Z,yes,2026-05-28T20:30:07.220865Z,finalized,greater_or_equal,KXBTC15M-26MAY281630-30,BTC price up in next 15 mins?,2026-05-28T20:30:07.307284Z,379239.80,"Target Price: $73,329.16"
2026-05-28T20:15:00Z,2026-05-28T00:01:38.288863Z,KXBTC15M-26MAY281615,2026-05-28T20:20:00Z,2026-06-04T20:15:00Z,73329.16,73318.21,2026-06-04T20:15:00Z,2026-05-28T20:20:00Z,2026-05-28T20:00:00Z,yes,2026-05-28T20:15:07.224665Z,finalized,greater_or_equal,KXBTC15M-26MAY281615-15,BTC price up in next 15 mins?,2026-05-28T20:15:07.315395Z,801335.96,"Target Price: $73,318.21"
2026-05-28T20:00:00Z,2026-05-28T00:01:37.862812Z,KXBTC15M-26MAY281600,2026-05-28T20:05:00Z,2026-06-04T20:00:00Z,73318.21,73327.46,2026-06-04T20:00:00Z,2026-05-28T20:05:00Z,2026-05-28T19:45:00Z,no,2026-05-28T20:00:07.222432Z,finalized,greater_or_equal,KXBTC15M-26MAY281600-00,BTC price up in next 15 mins?,2026-05-28T20:00:07.499801Z,916722.42,"Target Price: $73,327.46"
2026-05-28T19:45:00Z,2026-05-28T00:01:37.440509Z,KXBTC15M-26MAY281545,2026-05-28T19:50:00Z,2026-06-04T19:45:00Z,73327.46,73438.55,2026-06-04T19:45:00Z,2026-05-28T19:50:00Z,2026-05-28T19:30:00Z,no,2026-05-28T19:45:07.218124Z,finalized,greater_or_equal,KXBTC15M-26MAY281545-45,BTC price up in next 15 mins?,2026-05-28T19:45:07.32403Z,349847.07,"Target Price: $73,438.55"
2026-05-28T19:30:00Z,2026-05-28T00:01:36.936814Z,KXBTC15M-26MAY281530,2026-05-28T19:35:00Z,2026-06-04T19:30:00Z,73438.55,73357.32,2026-06-04T19:30:00Z,2026-05-28T19:35:00Z,2026-05-28T19:15:00Z,yes,2026-05-28T19:30:07.224873Z,finalized,greater_or_equal,KXBTC15M-26MAY281530-30,BTC price up in next 15 mins?,2026-05-28T19:30:07.339537Z,419438.73,"Target Price: $73,357.32"
2026-05-28T19:15:00Z,2026-05-28T00:01:36.512478Z,KXBTC15M-26MAY281515,2026-05-28T19:20:00Z,2026-06-04T19:15:00Z,73357.32,73542.77,2026-06-04T19:15:00Z,2026-05-28T19:20:00Z,2026-05-28T19:00:00Z,no,2026-05-28T19:15:07.222222Z,finalized,greater_or_equal,KXBTC15M-26MAY281515-15,BTC price up in next 15 mins?,2026-05-28T19:15:07.293371Z,371305.71,"Target Price: $73,542.77"
2026-05-28T19:00:00Z,2026-05-28T00:01:36.10885Z,KXBTC15M-26MAY281500,2026-05-28T19:05:00Z,2026-06-04T19:00:00Z,73542.77,73494.3,2026-06-04T19:00:00Z,2026-05-28T19:05:00Z,2026-05-28T18:45:00Z,yes,2026-05-28T19:00:07.219697Z,finalized,greater_or_equal,KXBTC15M-26MAY281500-00,BTC price up in next 15 mins?,2026-05-28T19:00:07.404227Z,386797.22,"Target Price: $73,494.30"
2026-05-28T18:45:00Z,2026-05-28T00:01:35.683389Z,KXBTC15M-26MAY281445,2026-05-28T18:50:00Z,2026-06-04T18:45:00Z,73494.30,73483.28,2026-06-04T18:45:00Z,2026-05-28T18:50:00Z,2026-05-28T18:30:00Z,yes,2026-05-28T18:45:07.219391Z,finalized,greater_or_equal,KXBTC15M-26MAY281445-45,BTC price up in next 15 mins?,2026-05-28T18:45:07.308569Z,573058.26,"Target Price: $73,483.28"
2026-05-28T18:30:00Z,2026-05-28T00:01:35.222188Z,KXBTC15M-26MAY281430,2026-05-28T18:35:00Z,2026-06-04T18:30:00Z,73483.28,73532.77,2026-06-04T18:30:00Z,2026-05-28T18:35:00Z,2026-05-28T18:15:00Z,no,2026-05-28T18:30:07.225444Z,finalized,greater_or_equal,KXBTC15M-26MAY281430-30,BTC price up in next 15 mins?,2026-05-28T18:30:07.330709Z,611940.41,"Target Price: $73,532.77"
2026-05-28T18:15:00Z,2026-05-28T00:01:34.578202Z,KXBTC15M-26MAY281415,2026-05-28T18:20:00Z,2026-06-04T18:15:00Z,73532.77,73449.67,2026-06-04T18:15:00Z,2026-05-28T18:20:00Z,2026-05-28T18:00:00Z,yes,2026-05-28T18:15:07.223382Z,finalized,greater_or_equal,KXBTC15M-26MAY281415-15,BTC price up in next 15 mins?,2026-05-28T18:15:07.962379Z,406774.44,"Target Price: $73,449.67"
2026-05-28T18:00:00Z,2026-05-28T00:01:34.152983Z,KXBTC15M-26MAY281400,2026-05-28T18:05:00Z,2026-06-04T18:00:00Z,73449.67,73388.53,2026-06-04T18:00:00Z,2026-05-28T18:05:00Z,2026-05-28T17:45:00Z,yes,2026-05-28T18:00:07.2227Z,finalized,greater_or_equal,KXBTC15M-26MAY281400-00,BTC price up in next 15 mins?,2026-05-28T18:00:07.324377Z,480310.72,"Target Price: $73,388.53"
2026-05-28T17:45:00Z,2026-05-28T00:01:33.746714Z,KXBTC15M-26MAY281345,2026-05-28T17:50:00Z,2026-06-04T17:45:00Z,73388.53,73264.62,2026-06-04T17:45:00Z,2026-05-28T17:50:00Z,2026-05-28T17:30:00Z,yes,2026-05-28T17:45:07.222403Z,finalized,greater_or_equal,KXBTC15M-26MAY281345-45,BTC price up in next 15 mins?,2026-05-28T17:45:07.307389Z,480716.31,"Target Price: $73,264.62"
2026-05-28T17:30:00Z,2026-05-28T00:01:33.172701Z,KXBTC15M-26MAY281330,2026-05-28T17:35:00Z,2026-06-04T17:30:00Z,73264.62,73378.59,2026-06-04T17:30:00Z,2026-05-28T17:35:00Z,2026-05-28T17:15:00Z,no,2026-05-28T17:30:07.221801Z,finalized,greater_or_equal,KXBTC15M-26MAY281330-30,BTC price up in next 15 mins?,2026-05-28T17:30:07.353715Z,541937.47,"Target Price: $73,378.59"
2026-05-28T17:15:00Z,2026-05-28T00:01:32.768393Z,KXBTC15M-26MAY281315,2026-05-28T17:20:00Z,2026-06-04T17:15:00Z,73378.59,73308.17,2026-06-04T17:15:00Z,2026-05-28T17:20:00Z,2026-05-28T17:00:00Z,yes,2026-05-28T17:15:07.221894Z,finalized,greater_or_equal,KXBTC15M-26MAY281315-15,BTC price up in next 15 mins?,2026-05-28T17:15:07.372364Z,723278.73,"Target Price: $73,308.17"
2026-05-28T17:00:00Z,2026-05-28T00:01:32.344899Z,KXBTC15M-26MAY281300,2026-05-28T17:05:00Z,2026-06-04T17:00:00Z,73308.17,73202.35,2026-06-04T17:00:00Z,2026-05-28T17:05:00Z,2026-05-28T16:45:00Z,yes,2026-05-28T17:00:07.222764Z,finalized,greater_or_equal,KXBTC15M-26MAY281300-00,BTC price up in next 15 mins?,2026-05-28T17:00:07.316969Z,530501.05,"Target Price: $73,202.35"
2026-05-28T16:45:00Z,2026-05-28T00:01:31.87081Z,KXBTC15M-26MAY281245,2026-05-28T16:50:00Z,2026-06-04T16:45:00Z,73202.35,73036.73,2026-06-04T16:45:00Z,2026-05-28T16:50:00Z,2026-05-28T16:30:00Z,yes,2026-05-28T16:45:09.973616Z,finalized,greater_or_equal,KXBTC15M-26MAY281245-45,BTC price up in next 15 mins?,2026-05-28T16:45:10.091725Z,455738.08,"Target Price: $73,036.73"
2026-05-28T16:30:00Z,2026-05-28T00:01:31.224099Z,KXBTC15M-26MAY281230,2026-05-28T16:35:00Z,2026-06-04T16:30:00Z,73036.73,72974.96,2026-06-04T16:30:00Z,2026-05-28T16:35:00Z,2026-05-28T16:15:00Z,yes,2026-05-28T16:30:09.972614Z,finalized,greater_or_equal,KXBTC15M-26MAY281230-30,BTC price up in next 15 mins?,2026-05-28T16:30:10.065771Z,528295.95,"Target Price: $72,974.96"
2026-05-28T16:15:00Z,2026-05-28T00:01:30.794041Z,KXBTC15M-26MAY281215,2026-05-28T16:20:00Z,2026-06-04T16:15:00Z,72974.96,72785.01,2026-06-04T16:15:00Z,2026-05-28T16:20:00Z,2026-05-28T16:00:00Z,yes,2026-05-28T16:15:09.976349Z,finalized,greater_or_equal,KXBTC15M-26MAY281215-15,BTC price up in next 15 mins?,2026-05-28T16:15:10.066445Z,757630.76,"Target Price: $72,785.01"
2026-05-28T16:00:00Z,2026-05-28T00:01:30.357919Z,KXBTC15M-26MAY281200,2026-05-28T16:05:00Z,2026-06-04T16:00:00Z,72785.01,72844.2,2026-06-04T16:00:00Z,2026-05-28T16:05:00Z,2026-05-28T15:45:00Z,no,2026-05-28T16:00:09.969657Z,finalized,greater_or_equal,KXBTC15M-26MAY281200-00,BTC price up in next 15 mins?,2026-05-28T16:00:10.042031Z,660058.32,"Target Price: $72,844.20"
2026-05-28T15:45:00Z,2026-05-28T00:01:29.875814Z,KXBTC15M-26MAY281145,2026-05-28T15:50:00Z,2026-06-04T15:45:00Z,72844.20,72805.93,2026-06-04T15:45:00Z,2026-05-28T15:50:00Z,2026-05-28T15:30:00Z,yes,2026-05-28T15:45:09.969476Z,finalized,greater_or_equal,KXBTC15M-26MAY281145-45,BTC price up in next 15 mins?,2026-05-28T15:45:10.059992Z,638994.59,"Target Price: $72,805.93"
2026-05-28T15:30:00Z,2026-05-28T00:01:29.399363Z,KXBTC15M-26MAY281130,2026-05-28T15:35:00Z,2026-06-04T15:30:00Z,72805.93,72751.64,2026-06-04T15:30:00Z,2026-05-28T15:35:00Z,2026-05-28T15:15:00Z,yes,2026-05-28T15:30:09.973588Z,finalized,greater_or_equal,KXBTC15M-26MAY281130-30,BTC price up in next 15 mins?,2026-05-28T15:30:10.070424Z,610594.20,"Target Price: $72,751.64"
2026-05-28T15:15:00Z,2026-05-28T00:01:28.928958Z,KXBTC15M-26MAY281115,2026-05-28T15:20:00Z,2026-06-04T15:15:00Z,72751.64,72889.01,2026-06-04T15:15:00Z,2026-05-28T15:20:00Z,2026-05-28T15:00:00Z,no,2026-05-28T15:15:09.968128Z,finalized,greater_or_equal,KXBTC15M-26MAY281115-15,BTC price up in next 15 mins?,2026-05-28T15:15:10.096062Z,565788.80,"Target Price: $72,889.01"
2026-05-28T15:00:00Z,2026-05-28T00:01:28.509068Z,KXBTC15M-26MAY281100,2026-05-28T15:05:00Z,2026-06-04T15:00:00Z,72889.01,72717.18,2026-06-04T15:00:00Z,2026-05-28T15:05:00Z,2026-05-28T14:45:00Z,yes,2026-05-28T15:00:09.97248Z,finalized,greater_or_equal,KXBTC15M-26MAY281100-00,BTC price up in next 15 mins?,2026-05-28T15:00:10.090928Z,445974.95,"Target Price: $72,717.18"
2026-05-28T14:45:00Z,2026-05-28T00:01:28.081593Z,KXBTC15M-26MAY281045,2026-05-28T14:50:00Z,2026-06-04T14:45:00Z,72717.18,72845.83,2026-06-04T14:45:00Z,2026-05-28T14:50:00Z,2026-05-28T14:30:00Z,no,2026-05-28T14:45:09.974794Z,finalized,greater_or_equal,KXBTC15M-26MAY281045-45,BTC price up in next 15 mins?,2026-05-28T14:45:10.077831Z,509272.17,"Target Price: $72,845.83"
2026-05-28T14:30:00Z,2026-05-28T00:01:27.184907Z,KXBTC15M-26MAY281030,2026-05-28T14:35:00Z,2026-06-04T14:30:00Z,72845.83,73115.41,2026-06-04T14:30:00Z,2026-05-28T14:35:00Z,2026-05-28T14:15:00Z,no,2026-05-28T14:30:09.969561Z,finalized,greater_or_equal,KXBTC15M-26MAY281030-30,BTC price up in next 15 mins?,2026-05-28T14:30:10.049746Z,502309.26,"Target Price: $73,115.41"
2026-05-28T14:15:00Z,2026-05-28T00:01:26.730669Z,KXBTC15M-26MAY281015,2026-05-28T14:20:00Z,2026-06-04T14:15:00Z,73115.41,72895.64,2026-06-04T14:15:00Z,2026-05-28T14:20:00Z,2026-05-28T14:00:00Z,yes,2026-05-28T14:15:09.973165Z,finalized,greater_or_equal,KXBTC15M-26MAY281015-15,BTC price up in next 15 mins?,2026-05-28T14:15:10.050961Z,729775.61,"Target Price: $72,895.64"
2026-05-28T14:00:00Z,2026-05-28T00:01:26.299827Z,KXBTC15M-26MAY281000,2026-05-28T14:05:00Z,2026-06-04T14:00:00Z,72895.64,72668.11,2026-06-04T14:00:00Z,2026-05-28T14:05:00Z,2026-05-28T13:45:00Z,yes,2026-05-28T14:00:09.970061Z,finalized,greater_or_equal,KXBTC15M-26MAY281000-00,BTC price up in next 15 mins?,2026-05-28T14:00:10.085556Z,303313.04,"Target Price: $72,668.11"
2026-05-28T13:45:00Z,2026-05-28T00:01:25.803743Z,KXBTC15M-26MAY280945,2026-05-28T13:50:00Z,2026-06-04T13:45:00Z,72668.11,73039.31,2026-06-04T13:45:00Z,2026-05-28T13:50:00Z,2026-05-28T13:30:00Z,no,2026-05-28T13:45:09.966969Z,finalized,greater_or_equal,KXBTC15M-26MAY280945-45,BTC price up in next 15 mins?,2026-05-28T13:45:10.089534Z,267366.55,"Target Price: $73,039.31"
2026-05-28T13:30:00Z,2026-05-28T00:01:25.307815Z,KXBTC15M-26MAY280930,2026-05-28T13:35:00Z,2026-06-04T13:30:00Z,73039.31,73233.02,2026-06-04T13:30:00Z,2026-05-28T13:35:00Z,2026-05-28T13:15:00Z,no,2026-05-28T13:30:09.969326Z,finalized,greater_or_equal,KXBTC15M-26MAY280930-30,BTC price up in next 15 mins?,2026-05-28T13:30:10.059835Z,258152.59,"Target Price: $73,233.02"
2026-05-28T13:15:00Z,2026-05-28T00:01:24.824175Z,KXBTC15M-26MAY280915,2026-05-28T13:20:00Z,2026-06-04T13:15:00Z,73233.02,73407.54,2026-06-04T13:15:00Z,2026-05-28T13:20:00Z,2026-05-28T13:00:00Z,no,2026-05-28T13:15:09.967521Z,finalized,greater_or_equal,KXBTC15M-26MAY280915-15,BTC price up in next 15 mins?,2026-05-28T13:15:10.041565Z,320277.98,"Target Price: $73,407.54"
2026-05-28T13:00:00Z,2026-05-28T00:01:24.352359Z,KXBTC15M-26MAY280900,2026-05-28T13:05:00Z,2026-06-04T13:00:00Z,73407.54,73393.67,2026-06-04T13:00:00Z,2026-05-28T13:05:00Z,2026-05-28T12:45:00Z,yes,2026-05-28T13:00:10.02142Z,finalized,greater_or_equal,KXBTC15M-26MAY280900-00,BTC price up in next 15 mins?,2026-05-28T13:00:10.138113Z,330355.89,"Target Price: $73,393.67"
2026-05-28T12:45:00Z,2026-05-28T00:01:23.891011Z,KXBTC15M-26MAY280845,2026-05-28T12:50:00Z,2026-06-04T12:45:00Z,73393.67,73270.72,2026-06-04T12:45:00Z,2026-05-28T12:50:00Z,2026-05-28T12:30:00Z,yes,2026-05-28T12:45:09.965179Z,finalized,greater_or_equal,KXBTC15M-26MAY280845-45,BTC price up in next 15 mins?,2026-05-28T12:45:10.063065Z,318743.93,"Target Price: $73,270.72"
2026-05-28T12:30:00Z,2026-05-28T00:01:23.423843Z,KXBTC15M-26MAY280830,2026-05-28T12:35:00Z,2026-06-04T12:30:00Z,73270.72,73293.2,2026-06-04T12:30:00Z,2026-05-28T12:35:00Z,2026-05-28T12:15:00Z,no,2026-05-28T12:30:09.968488Z,finalized,greater_or_equal,KXBTC15M-26MAY280830-30,BTC price up in next 15 mins?,2026-05-28T12:30:10.077465Z,319113.05,"Target Price: $73,293.20"
2026-05-28T12:15:00Z,2026-05-28T00:01:22.881827Z,KXBTC15M-26MAY280815,2026-05-28T12:20:00Z,2026-06-04T12:15:00Z,73293.20,73394.09,2026-06-04T12:15:00Z,2026-05-28T12:20:00Z,2026-05-28T12:00:00Z,no,2026-05-28T12:20:49.974585Z,finalized,greater_or_equal,KXBTC15M-26MAY280815-15,BTC price up in next 15 mins?,2026-05-28T12:20:50.043418Z,271347.57,"Target Price: $73,394.09"
2026-05-28T12:00:00Z,2026-05-28T00:01:22.326316Z,KXBTC15M-26MAY280800,2026-05-28T12:05:00Z,2026-06-04T12:00:00Z,73394.09,73345.78,2026-06-04T12:00:00Z,2026-05-28T12:05:00Z,2026-05-28T11:45:00Z,yes,2026-05-28T12:00:09.966135Z,finalized,greater_or_equal,KXBTC15M-26MAY280800-00,BTC price up in next 15 mins?,2026-05-28T12:00:10.044214Z,236224.71,"Target Price: $73,345.78"
2026-05-28T11:45:00Z,2026-05-28T00:01:21.626153Z,KXBTC15M-26MAY280745,2026-05-28T11:50:00Z,2026-06-04T11:45:00Z,73345.78,73238.89,2026-06-04T11:45:00Z,2026-05-28T11:50:00Z,2026-05-28T11:30:00Z,yes,2026-05-28T11:45:09.969905Z,finalized,greater_or_equal,KXBTC15M-26MAY280745-45,BTC price up in next 15 mins?,2026-05-28T11:45:10.056121Z,230318.82,"Target Price: $73,238.89"
2026-05-28T11:30:00Z,2026-05-28T00:01:21.115331Z,KXBTC15M-26MAY280730,2026-05-28T11:35:00Z,2026-06-04T11:30:00Z,73238.89,73319.01,2026-06-04T11:30:00Z,2026-05-28T11:35:00Z,2026-05-28T11:15:00Z,no,2026-05-28T11:30:09.970851Z,finalized,greater_or_equal,KXBTC15M-26MAY280730-30,BTC price up in next 15 mins?,2026-05-28T11:30:10.072516Z,267597.01,"Target Price: $73,319.01"
2026-05-28T11:15:00Z,2026-05-28T00:01:20.585169Z,KXBTC15M-26MAY280715,2026-05-28T11:20:00Z,2026-06-04T11:15:00Z,73319.01,73297.46,2026-06-04T11:15:00Z,2026-05-28T11:20:00Z,2026-05-28T11:00:00Z,yes,2026-05-28T11:15:09.971483Z,finalized,greater_or_equal,KXBTC15M-26MAY280715-15,BTC price up in next 15 mins?,2026-05-28T11:15:10.27617Z,441516.20,"Target Price: $73,297.46"
2026-05-28T11:00:00Z,2026-05-28T00:01:20.053163Z,KXBTC15M-26MAY280700,2026-05-28T11:05:00Z,2026-06-04T11:00:00Z,73297.46,73394.51,2026-06-04T11:00:00Z,2026-05-28T11:05:00Z,2026-05-28T10:45:00Z,no,2026-05-28T11:00:09.969551Z,finalized,greater_or_equal,KXBTC15M-26MAY280700-00,BTC price up in next 15 mins?,2026-05-28T11:00:10.25853Z,296551.11,"Target Price: $73,394.51"
2026-05-28T10:45:00Z,2026-05-28T00:01:19.430717Z,KXBTC15M-26MAY280645,2026-05-28T10:50:00Z,2026-06-04T10:45:00Z,73394.51,73300.04,2026-06-04T10:45:00Z,2026-05-28T10:50:00Z,2026-05-28T10:30:00Z,yes,2026-05-28T10:45:09.970027Z,finalized,greater_or_equal,KXBTC15M-26MAY280645-45,BTC price up in next 15 mins?,2026-05-28T10:45:10.080104Z,163593.60,"Target Price: $73,300.04"
2026-05-28T10:30:00Z,2026-05-28T00:01:18.771249Z,KXBTC15M-26MAY280630,2026-05-28T10:35:00Z,2026-06-04T10:30:00Z,73300.04,73456.59,2026-06-04T10:30:00Z,2026-05-28T10:35:00Z,2026-05-28T10:15:00Z,no,2026-05-28T10:30:09.965342Z,finalized,greater_or_equal,KXBTC15M-26MAY280630-30,BTC price up in next 15 mins?,2026-05-28T10:30:10.035433Z,247148.39,"Target Price: $73,456.59"
2026-05-28T10:15:00Z,2026-05-28T00:01:18.007655Z,KXBTC15M-26MAY280615,2026-05-28T10:20:00Z,2026-06-04T10:15:00Z,73456.59,73425.69,2026-06-04T10:15:00Z,2026-05-28T10:20:00Z,2026-05-28T10:00:00Z,yes,2026-05-28T10:15:09.966924Z,finalized,greater_or_equal,KXBTC15M-26MAY280615-15,BTC price up in next 15 mins?,2026-05-28T10:15:10.281936Z,311139.14,"Target Price: $73,425.69"
2026-05-28T10:00:00Z,2026-05-28T00:01:17.297797Z,KXBTC15M-26MAY280600,2026-05-28T10:05:00Z,2026-06-04T10:00:00Z,73425.69,73365.85,2026-06-04T10:00:00Z,2026-05-28T10:05:00Z,2026-05-28T09:45:00Z,yes,2026-05-28T10:00:09.965728Z,finalized,greater_or_equal,KXBTC15M-26MAY280600-00,BTC price up in next 15 mins?,2026-05-28T10:00:10.246698Z,217689.96,"Target Price: $73,365.85"
2026-05-28T09:45:00Z,2026-05-28T00:01:16.580205Z,KXBTC15M-26MAY280545,2026-05-28T09:50:00Z,2026-06-04T09:45:00Z,73365.85,73282.23,2026-06-04T09:45:00Z,2026-05-28T09:50:00Z,2026-05-28T09:30:00Z,yes,2026-05-28T09:45:09.970394Z,finalized,greater_or_equal,KXBTC15M-26MAY280545-45,BTC price up in next 15 mins?,2026-05-28T09:45:10.02028Z,293793.36,"Target Price: $73,282.23"
2026-05-28T09:30:00Z,2026-05-28T00:01:15.918836Z,KXBTC15M-26MAY280530,2026-05-28T09:35:00Z,2026-06-04T09:30:00Z,73282.23,73185.46,2026-06-04T09:30:00Z,2026-05-28T09:35:00Z,2026-05-28T09:15:00Z,yes,2026-05-28T09:30:09.966635Z,finalized,greater_or_equal,KXBTC15M-26MAY280530-30,BTC price up in next 15 mins?,2026-05-28T09:30:10.040755Z,170407.48,"Target Price: $73,185.46"
2026-05-28T09:15:00Z,2026-05-28T00:01:15.277389Z,KXBTC15M-26MAY280515,2026-05-28T09:20:00Z,2026-06-04T09:15:00Z,73185.46,73203.31,2026-06-04T09:15:00Z,2026-05-28T09:20:00Z,2026-05-28T09:00:00Z,no,2026-05-28T09:15:09.964592Z,finalized,greater_or_equal,KXBTC15M-26MAY280515-15,BTC price up in next 15 mins?,2026-05-28T09:15:10.068286Z,208944.22,"Target Price: $73,203.31"
